userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
BURIQ Chanel,1,2023-07-22 23:07:55,"kenapa gopay kek gini amat sih, pakai upgrade ke gopay plyse segala, udh berkali2 nyoba tetap gk bisa, duit saya ada di dalam, lgi butuh, malah di persulit.",Negatif,kenapa gopay kek gini amat sih pakai upgrade ke gopay plyse segala udh berkali nyoba tetap gk bisa duit saya ada di dalam lgi butuh malah di persulit,gopay kek gini sih pakai upgrade gopay plyse udh berkali nyoba gk duit lgi butuh persulit,"['gopay', 'kek', 'gini', 'sih', 'pakai', 'upgrade', 'gopay', 'plyse', 'udh', 'berkali', 'nyoba', 'gk', 'duit', 'lgi', 'butuh', 'persulit']",gopay kek gin sih pakai upgrade gopay plyse udh kali nyoba gk duit lgi butuh sulit
Debby Wahyudi,4,2023-07-22 12:24:40,"Saran, untuk catatan seharusnya masuk juga di resto karena pelanggan sering salah masukkan request makanan ke situ. untuk order lagi di resto yang sama jika masih dalam proses order maka sebelum diselesaikan orderanya maka harusnya tidak bisa order lagi kecuali di resto yg lain. Karena untuk menghindari double order.",Positif,saran untuk catatan seharusnya masuk juga di resto karena pelanggan sering salah masukkan request makanan ke situ untuk order lagi di resto yang sama jika masih dalam proses order maka sebelum diselesaikan orderanya maka harusnya tidak bisa order lagi kecuali di resto yg lain karena untuk menghindari double order,saran catatan masuk resto pelanggan salah masukkan request makanan situ order resto proses order diselesaikan orderanya order kecuali resto yg menghindari double order,"['saran', 'catatan', 'masuk', 'resto', 'pelanggan', 'salah', 'masukkan', 'request', 'makanan', 'situ', 'order', 'resto', 'proses', 'order', 'diselesaikan', 'orderanya', 'order', 'kecuali', 'resto', 'yg', 'menghindari', 'double', 'order']",saran catat masuk resto langgan salah masuk request makan situ order resto proses order selesai orderanya order kecuali resto yg hindar double order
Umi Salindri,5,2023-07-22 06:34:05,"Kebijakan baru di go food malah tambah buruk dan ribet.. telp gag langsung ke driver, klo gag punya pulsa gag bisa telp.. konfirmasi driver bisa atau gag nya jd ribet. Trus pake konfirmasi ke tempat makan, padahal rata rata resto mau proses setelah driver datang.",Positif,kebijakan baru di go food malah tambah buruk dan ribet telp gag langsung ke driver klo gag punya pulsa gag bisa telp konfirmasi driver bisa atau gag nya jd ribet trus pake konfirmasi ke tempat makan padahal rata rata resto mau proses setelah driver datang,kebijakan go food buruk ribet telp gag langsung driver klo gag pulsa gag telp konfirmasi driver gag nya jd ribet trus pake konfirmasi makan resto proses driver,"['kebijakan', 'go', 'food', 'buruk', 'ribet', 'telp', 'gag', 'langsung', 'driver', 'klo', 'gag', 'pulsa', 'gag', 'telp', 'konfirmasi', 'driver', 'gag', 'nya', 'jd', 'ribet', 'trus', 'pake', 'konfirmasi', 'makan', 'resto', 'proses', 'driver']",bijak go food buruk ribet telp gag langsung driver klo gag pulsa gag telp konfirmasi driver gag nya jd ribet trus pake konfirmasi makan resto proses driver
Riza Namikaze,1,2023-07-22 05:39:20,"susah upgrade goplus data diri udah asli foto jelas baru pertama upgrade langsung gagal gk ada satu menit ,keterangan terlalu sering padahal baru pertama upgrade gk logis minimal di cek dulu",Negatif,susah upgrade goplus data diri udah asli foto jelas baru pertama upgrade langsung gagal gk ada satu menit keterangan terlalu sering padahal baru pertama upgrade gk logis minimal di cek dulu,susah upgrade goplus data udah asli foto upgrade langsung gagal gk menit keterangan upgrade gk logis minimal cek,"['susah', 'upgrade', 'goplus', 'data', 'udah', 'asli', 'foto', 'upgrade', 'langsung', 'gagal', 'gk', 'menit', 'keterangan', 'upgrade', 'gk', 'logis', 'minimal', 'cek']",susah upgrade goplus data udah asli foto upgrade langsung gagal gk menit terang upgrade gk logis minimal cek
Piyan May,5,2023-07-22 04:14:46,peminat nya sekarang malah berkurang and malah pada pindah ke tempat yang lain sangat di sayangkan 'coba di pulihkan lagi donk aplikasi GOJEK Castamer nya Kalau Bisa penawaran yang masuk di akalll,Positif,peminat nya sekarang malah berkurang and malah pada pindah ke tempat yang lain sangat di sayangkan coba di pulihkan lagi donk aplikasi gojek castamer nya kalau bisa penawaran yang masuk di akalll,peminat nya berkurang and pindah sayangkan coba pulihkan donk aplikasi gojek castamer nya penawaran masuk akalll,"['peminat', 'nya', 'berkurang', 'and', 'pindah', 'sayangkan', 'coba', 'pulihkan', 'donk', 'aplikasi', 'gojek', 'castamer', 'nya', 'penawaran', 'masuk', 'akalll']",minat nya kurang and pindah sayang coba pulih donk aplikasi gojek castamer nya tawar masuk akalll
Muhamad Khafi,2,2023-07-21 13:20:02,"Sedikit kurang nyaman dengan aplikasi ini saya salah order sedikit, baru sebentar dan saya cancel sudah tidak bisa, agak kecewa siii dengan aplikasi ini mohon perbaikan nya makasih",Negatif,sedikit kurang nyaman dengan aplikasi ini saya salah order sedikit baru sebentar dan saya cancel sudah tidak bisa agak kecewa siii dengan aplikasi ini mohon perbaikan nya makasih,nyaman aplikasi salah order sebentar cancel kecewa siii aplikasi mohon perbaikan nya makasih,"['nyaman', 'aplikasi', 'salah', 'order', 'sebentar', 'cancel', 'kecewa', 'siii', 'aplikasi', 'mohon', 'perbaikan', 'nya', 'makasih']",nyaman aplikasi salah order sebentar cancel kecewa siii aplikasi mohon baik nya makasih
Bea,5,2023-07-20 22:44:34,Langgananku. Maju terus aplikasi jasa buatan anak negeri. Servisnya udah yg paling terpercaya tp promonya udah mulai kesalip sama lapak sebelah. Mantap 👍,Positif,langgananku maju terus aplikasi jasa buatan anak negeri servisnya udah yg paling terpercaya tp promonya udah mulai kesalip sama lapak sebelah mantap ,langgananku maju aplikasi jasa buatan anak negeri servisnya udah yg terpercaya tp promonya udah kesalip lapak sebelah mantap,"['langgananku', 'maju', 'aplikasi', 'jasa', 'buatan', 'anak', 'negeri', 'servisnya', 'udah', 'yg', 'terpercaya', 'tp', 'promonya', 'udah', 'kesalip', 'lapak', 'sebelah', 'mantap']",langgan maju aplikasi jasa buat anak negeri servis udah yg percaya tp promonya udah salip lapak belah mantap
B-abang Aldi,4,2023-07-20 17:22:23,"Sangat di sayangkan Di lampung kab tulang bawang tempat saya tinggal belom bisa menggunakan fitur seperti beli makanan online,grab dll . Tolong dong di bantu agar bisa menggunakan fitur2nya jangan hanya di kota saja yang bisa 😭",Positif,sangat di sayangkan di lampung kab tulang bawang tempat saya tinggal belom bisa menggunakan fitur seperti beli makanan onlinegrab dll  tolong dong di bantu agar bisa menggunakan fiturnya jangan hanya di kota saja yang bisa ,sayangkan lampung kab tulang bawang tinggal belom fitur beli makanan onlinegrab dll tolong bantu fiturnya kota,"['sayangkan', 'lampung', 'kab', 'tulang', 'bawang', 'tinggal', 'belom', 'fitur', 'beli', 'makanan', 'onlinegrab', 'dll', 'tolong', 'bantu', 'fiturnya', 'kota']",sayang lampung kab tulang bawang tinggal bom fitur beli makan onlinegrab dll tolong bantu fiturnya kota
Ardeva Raymahardika,2,2023-07-20 10:56:56,"Mengapa saat transaksi,pemberitahuan sinyal error,padahal sebelum update masih normal tidak pernah kejadian error sinyal walaupun sinyal bagus",Negatif,mengapa saat transaksipemberitahuan sinyal errorpadahal sebelum update masih normal tidak pernah kejadian error sinyal walaupun sinyal bagus,transaksipemberitahuan sinyal errorpadahal update normal kejadian error sinyal sinyal bagus,"['transaksipemberitahuan', 'sinyal', 'errorpadahal', 'update', 'normal', 'kejadian', 'error', 'sinyal', 'sinyal', 'bagus']",transaksipemberitahuan sinyal errorpadahal update normal jadi error sinyal sinyal bagus
Udin ese,1,2023-07-20 09:07:17,"Kalo bisa kasi bintang 0 saya kasi 0, ya gimana ya saya mau upgrade gopay plus ga bisa padahal kamera sudah sangat jernih, mana saldo saya lumayan banyak jadi untuk apa saldo itu, jadi tolong lah sudah berkali kali saya coba tetap saja hasilnya ga bisa, buat pihak tolong lah ya diperbaiki.",Negatif,kalo bisa kasi bintang  saya kasi  ya gimana ya saya mau upgrade gopay plus ga bisa padahal kamera sudah sangat jernih mana saldo saya lumayan banyak jadi untuk apa saldo itu jadi tolong lah sudah berkali kali saya coba tetap saja hasilnya ga bisa buat pihak tolong lah ya diperbaiki,kalo kasi bintang kasi ya gimana ya upgrade gopay plus ga kamera jernih saldo lumayan saldo tolong berkali kali coba hasilnya ga tolong ya diperbaiki,"['kalo', 'kasi', 'bintang', 'kasi', 'ya', 'gimana', 'ya', 'upgrade', 'gopay', 'plus', 'ga', 'kamera', 'jernih', 'saldo', 'lumayan', 'saldo', 'tolong', 'berkali', 'kali', 'coba', 'hasilnya', 'ga', 'tolong', 'ya', 'diperbaiki']",kalo kasi bintang kasi ya gimana ya upgrade gopay plus ga kamera jernih saldo lumayan saldo tolong kali kali coba hasil ga tolong ya baik
Khikmah Irmalia Nur Sohani,4,2023-07-20 06:02:41,"Drivernya banyak yang ""agak"" ugal²an gitu ya.. jalanan rusak.. ga bisa pelan, suka nyalip² sesuka hati.. kalau mau negor.. ntar takut tersinggung.. grabcar juga.. terakhir berapa kali saya pakai.. drivernya jutek² dan ga sabaran.. hehehe memang si.. ga ada standar keramahan di app. ini.. tapi kalo dapet orang yang baik & ramah.. kita penumpang juga merasa nyaman🙏🏻",Positif,drivernya banyak yang agak ugalan gitu ya jalanan rusak ga bisa pelan suka nyalip sesuka hati kalau mau negor ntar takut tersinggung grabcar juga terakhir berapa kali saya pakai drivernya jutek dan ga sabaran hehehe memang si ga ada standar keramahan di app ini tapi kalo dapet orang yang baik  ramah kita penumpang juga merasa nyaman,drivernya ugalan gitu ya jalanan rusak ga pelan suka nyalip sesuka hati negor ntar takut tersinggung grabcar kali pakai drivernya jutek ga sabaran hehehe si ga standar keramahan app kalo dapet orang ramah penumpang nyaman,"['drivernya', 'ugalan', 'gitu', 'ya', 'jalanan', 'rusak', 'ga', 'pelan', 'suka', 'nyalip', 'sesuka', 'hati', 'negor', 'ntar', 'takut', 'tersinggung', 'grabcar', 'kali', 'pakai', 'drivernya', 'jutek', 'ga', 'sabaran', 'hehehe', 'si', 'ga', 'standar', 'keramahan', 'app', 'kalo', 'dapet', 'orang', 'ramah', 'penumpang', 'nyaman']",drivernya ugalan gitu ya jalan rusak ga pelan suka nyalip suka hati negor ntar takut singgung grabcar kali pakai drivernya jutek ga sabar hehehe si ga standar ramah app kalo dapet orang ramah tumpang nyaman
Ricky Jr,1,2023-07-20 03:43:45,"Ongkir.nya terlalu mahal, tak sesuai dengan jarak tempuhnya. Jas aplikasinya juga mahal banget, habis diperas kita",Negatif,ongkirnya terlalu mahal tak sesuai dengan jarak tempuhnya jas aplikasinya juga mahal banget habis diperas kita,ongkirnya mahal sesuai jarak tempuhnya jas aplikasinya mahal banget habis diperas,"['ongkirnya', 'mahal', 'sesuai', 'jarak', 'tempuhnya', 'jas', 'aplikasinya', 'mahal', 'banget', 'habis', 'diperas']",ongkirnya mahal sesuai jarak tempuh jas aplikasi mahal banget habis peras
Aditya Wardhana,2,2023-07-20 01:38:40,"Saat mengakses menu resto di Go Food tidak ada menu yg muncul, cuma ada layar ""loading"". Untuk layanan lainnya, di aplikasi ini bisa berfungsi dengan baik.",Negatif,saat mengakses menu resto di go food tidak ada menu yg muncul cuma ada layar loading untuk layanan lainnya di aplikasi ini bisa berfungsi dengan baik,mengakses menu resto go food menu yg muncul layar loading layanan aplikasi berfungsi,"['mengakses', 'menu', 'resto', 'go', 'food', 'menu', 'yg', 'muncul', 'layar', 'loading', 'layanan', 'aplikasi', 'berfungsi']",akses menu resto go food menu yg muncul layar loading layan aplikasi fungsi
Meta Kenzie,1,2023-07-20 00:35:40,"Makin kesini makin parah aja fasilitas goride rata rata motornya uda ga layak pakai,bahkan palt nomor yg didaftarin di akunnya ga sama dgn motornya,tlg ditingkatkan lg utk kenyamanannya",Negatif,makin kesini makin parah aja fasilitas goride rata rata motornya uda ga layak pakaibahkan palt nomor yg didaftarin di akunnya ga sama dgn motornyatlg ditingkatkan lg utk kenyamanannya,kesini parah aja fasilitas goride motornya uda ga layak pakaibahkan palt nomor yg didaftarin akunnya ga dgn motornyatlg ditingkatkan lg utk kenyamanannya,"['kesini', 'parah', 'aja', 'fasilitas', 'goride', 'motornya', 'uda', 'ga', 'layak', 'pakaibahkan', 'palt', 'nomor', 'yg', 'didaftarin', 'akunnya', 'ga', 'dgn', 'motornyatlg', 'ditingkatkan', 'lg', 'utk', 'kenyamanannya']",kesini parah aja fasilitas goride motor uda ga layak pakaibahkan palt nomor yg didaftarin akun ga dgn motornyatlg tingkat lg utk nyaman
Yaya Ciarafa,1,2023-07-19 14:17:41,"Gak pernah dapat gopaylater padahal dulu sering pakai, tapi karena gak dapat sekarang enakkan pake aplikasi sebelah dpt paylater lumayan bisa dgunakan utk belanja dan pesan makan.",Negatif,gak pernah dapat gopaylater padahal dulu sering pakai tapi karena gak dapat sekarang enakkan pake aplikasi sebelah dpt paylater lumayan bisa dgunakan utk belanja dan pesan makan,gak gopaylater pakai gak enakkan pake aplikasi sebelah dpt paylater lumayan dgunakan utk belanja pesan makan,"['gak', 'gopaylater', 'pakai', 'gak', 'enakkan', 'pake', 'aplikasi', 'sebelah', 'dpt', 'paylater', 'lumayan', 'dgunakan', 'utk', 'belanja', 'pesan', 'makan']",gak gopaylater pakai gak enak pake aplikasi belah dpt paylater lumayan dgunakan utk belanja pesan makan
aida novita,1,2023-07-19 12:09:27,"Hai min kenapa saya selalu gagal ga bisa masuk ke apknya pasti layar putih terus, saya udah update dan saya unistal terus saya download lgi sekian kalinya tetp ja ga bisa masuk, kecewa bngt pas masukin nomr loadingnya lama dan berakhir gagal terus masukin nomor tolong perbaikin lagi sistemnya",Negatif,hai min kenapa saya selalu gagal ga bisa masuk ke apknya pasti layar putih terus saya udah update dan saya unistal terus saya download lgi sekian kalinya tetp ja ga bisa masuk kecewa bngt pas masukin nomr loadingnya lama dan berakhir gagal terus masukin nomor tolong perbaikin lagi sistemnya,hai min gagal ga masuk apknya layar putih udah update unistal download lgi sekian kalinya tetp ja ga masuk kecewa bngt pas masukin nomr loadingnya gagal masukin nomor tolong perbaikin sistemnya,"['hai', 'min', 'gagal', 'ga', 'masuk', 'apknya', 'layar', 'putih', 'udah', 'update', 'unistal', 'download', 'lgi', 'sekian', 'kalinya', 'tetp', 'ja', 'ga', 'masuk', 'kecewa', 'bngt', 'pas', 'masukin', 'nomr', 'loadingnya', 'gagal', 'masukin', 'nomor', 'tolong', 'perbaikin', 'sistemnya']",hai min gagal ga masuk apknya layar putih udah update unistal download lgi sekian kali tetp ja ga masuk kecewa bngt pas masukin nomr loadingnya gagal masukin nomor tolong perbaikin sistem
REDRIGO ZXR,1,2023-07-19 12:03:30,Kecewa banget jir sama ni apk mau ganti ni hp lama ke yg baru aja dibikin susah mana ni hp yg lama udh hangus terpaksa bikin akun baru mana saldonya kaga bisa dipindahin ke akun baru rugi anjir udh DM lewat ig FB email pada lelet ke kudu sogok dulu kah baru bisa kerja?,Negatif,kecewa banget jir sama ni apk mau ganti ni hp lama ke yg baru aja dibikin susah mana ni hp yg lama udh hangus terpaksa bikin akun baru mana saldonya kaga bisa dipindahin ke akun baru rugi anjir udh dm lewat ig fb email pada lelet ke kudu sogok dulu kah baru bisa kerja,kecewa banget jir ni apk ganti ni hp yg aja dibikin susah ni hp yg udh hangus terpaksa bikin akun saldonya kaga dipindahin akun rugi anjir udh dm ig fb email lelet kudu sogok kah kerja,"['kecewa', 'banget', 'jir', 'ni', 'apk', 'ganti', 'ni', 'hp', 'yg', 'aja', 'dibikin', 'susah', 'ni', 'hp', 'yg', 'udh', 'hangus', 'terpaksa', 'bikin', 'akun', 'saldonya', 'kaga', 'dipindahin', 'akun', 'rugi', 'anjir', 'udh', 'dm', 'ig', 'fb', 'email', 'lelet', 'kudu', 'sogok', 'kah', 'kerja']",kecewa banget jir ni apk ganti ni hp yg aja bikin susah ni hp yg udh hangus paksa bikin akun saldo kaga dipindahin akun rugi anjir udh dm ig fb email lelet kudu sogok kah kerja
Amirah Hamidah,1,2023-07-19 11:54:16,"Udah beberapa hari ini ga bisa login, udah login pake no yang biasa gabisa. Selalu muter2 tanpa mau masuk ke aplikasinya. Ini gimana??!!!. Mau pake bantuan gojek juga gimana? Login aja ga bisa.",Negatif,udah beberapa hari ini ga bisa login udah login pake no yang biasa gabisa selalu muter tanpa mau masuk ke aplikasinya ini gimana mau pake bantuan gojek juga gimana login aja ga bisa,udah ga login udah login pake no gabisa muter masuk aplikasinya gimana pake bantuan gojek gimana login aja ga,"['udah', 'ga', 'login', 'udah', 'login', 'pake', 'no', 'gabisa', 'muter', 'masuk', 'aplikasinya', 'gimana', 'pake', 'bantuan', 'gojek', 'gimana', 'login', 'aja', 'ga']",udah ga login udah login pake no gabisa muter masuk aplikasi gimana pake bantu gojek gimana login aja ga
Muhammad Ichsan,5,2023-07-19 09:17:31,"Di aplikasi saa order gocar selalu tertulis sedang mencari driver terdekat.. Fakta nya selalu dapat yang jauh.. Semua custumer pasti pengen driver terdekat,biar perjalanan nya cepat sampai.. Utamakan pelayanan,kasih driver yang benar benar terdekat.. jangan yang jauh kasian custumer nunggu sampai 15 menit dengan jarak driver dan custumer sampai 4kilometer.. Perbaiki aplikasi nya agar benar benar custumer bisa mendapatkan driver terdekat..",Positif,di aplikasi saa order gocar selalu tertulis sedang mencari driver terdekat fakta nya selalu dapat yang jauh semua custumer pasti pengen driver terdekatbiar perjalanan nya cepat sampai utamakan pelayanankasih driver yang benar benar terdekat jangan yang jauh kasian custumer nunggu sampai  menit dengan jarak driver dan custumer sampai kilometer perbaiki aplikasi nya agar benar benar custumer bisa mendapatkan driver terdekat,aplikasi saa order gocar tertulis mencari driver terdekat fakta nya custumer pengen driver terdekatbiar perjalanan nya cepat utamakan pelayanankasih driver terdekat kasian custumer nunggu menit jarak driver custumer kilometer perbaiki aplikasi nya custumer driver terdekat,"['aplikasi', 'saa', 'order', 'gocar', 'tertulis', 'mencari', 'driver', 'terdekat', 'fakta', 'nya', 'custumer', 'pengen', 'driver', 'terdekatbiar', 'perjalanan', 'nya', 'cepat', 'utamakan', 'pelayanankasih', 'driver', 'terdekat', 'kasian', 'custumer', 'nunggu', 'menit', 'jarak', 'driver', 'custumer', 'kilometer', 'perbaiki', 'aplikasi', 'nya', 'custumer', 'driver', 'terdekat']",aplikasi saa order gocar tulis cari driver dekat fakta nya custumer ken driver terdekatbiar jalan nya cepat utama pelayanankasih driver dekat kasi custumer nunggu menit jarak driver custumer kilometer baik aplikasi nya custumer driver dekat
daengtoni agus,5,2023-07-19 09:03:56,Suatu aplikasi transportasi . Pemesanan . Pengiriman dan bnyak lagi . Semua fitu lebih elegan dan mudah dimengerti . Sangat nyaman dan lebib efisien,Positif,suatu aplikasi transportasi  pemesanan  pengiriman dan bnyak lagi  semua fitu lebih elegan dan mudah dimengerti  sangat nyaman dan lebib efisien,aplikasi transportasi pemesanan pengiriman bnyak fitu elegan mudah dimengerti nyaman lebib efisien,"['aplikasi', 'transportasi', 'pemesanan', 'pengiriman', 'bnyak', 'fitu', 'elegan', 'mudah', 'dimengerti', 'nyaman', 'lebib', 'efisien']",aplikasi transportasi mesan kirim bnyak fitu elegan mudah erti nyaman lebib efisien
Syarif Muhammad Nizar Zulmi,5,2023-07-19 08:56:35,"Satu aplikasi dengan banyak kemudahan dan fitur pendukung dalam pemenuhan harian. Pembelanjaan, pembayaran, membeli barang, mencari driver, dan bonus serta diskon yang diberikan sangat bagus dan hebat",Positif,satu aplikasi dengan banyak kemudahan dan fitur pendukung dalam pemenuhan harian pembelanjaan pembayaran membeli barang mencari driver dan bonus serta diskon yang diberikan sangat bagus dan hebat,aplikasi kemudahan fitur pendukung pemenuhan harian pembelanjaan pembayaran membeli barang mencari driver bonus diskon bagus hebat,"['aplikasi', 'kemudahan', 'fitur', 'pendukung', 'pemenuhan', 'harian', 'pembelanjaan', 'pembayaran', 'membeli', 'barang', 'mencari', 'driver', 'bonus', 'diskon', 'bagus', 'hebat']",aplikasi mudah fitur dukung penuh hari belanja bayar beli barang cari driver bonus diskon bagus hebat
Heri Pamuji,5,2023-07-18 14:10:59,"Gojek sangat membantu setiap sy ada perjalanan dinas, mudah penggunanya dan praktis, tinggal pesan tunggu sebentar dan cuuus sesuai tujuan",Positif,gojek sangat membantu setiap sy ada perjalanan dinas mudah penggunanya dan praktis tinggal pesan tunggu sebentar dan cuuus sesuai tujuan,gojek membantu sy perjalanan dinas mudah penggunanya praktis tinggal pesan tunggu sebentar cuuus sesuai tujuan,"['gojek', 'membantu', 'sy', 'perjalanan', 'dinas', 'mudah', 'penggunanya', 'praktis', 'tinggal', 'pesan', 'tunggu', 'sebentar', 'cuuus', 'sesuai', 'tujuan']",gojek bantu sy jalan dinas mudah guna praktis tinggal pesan tunggu sebentar cuuus sesuai tuju
Alvin Pratama,1,2023-07-18 12:35:38,Min aku sudah ubah pin dan sudah memasukkan kode otp berkali kali kok tetap gak bisa ya di pake buat transfer Setiap kali masukkan pin dan udah pake metode sidi jari tapi tetap salah Ok lah klo memang kode salah tapi ini udah pake sidi jari tapi masih tetap salah Sudah lihat saran dari aplikasi Cek Google dan hasil penunjukan cara mengubah sama yg saya lakukan tapi ya hasilnya tetap ngak ada Mengubah pin dan memberi pin yg sama tapi tetap ngak bisa di pake buat transfer,Negatif,min aku sudah ubah pin dan sudah memasukkan kode otp berkali kali kok tetap gak bisa ya di pake buat transfer setiap kali masukkan pin dan udah pake metode sidi jari tapi tetap salah ok lah klo memang kode salah tapi ini udah pake sidi jari tapi masih tetap salah sudah lihat saran dari aplikasi cek google dan hasil penunjukan cara mengubah sama yg saya lakukan tapi ya hasilnya tetap ngak ada mengubah pin dan memberi pin yg sama tapi tetap ngak bisa di pake buat transfer,min ubah pin memasukkan kode otp berkali kali gak ya pake transfer kali masukkan pin udah pake metode sidi jari salah ok klo kode salah udah pake sidi jari salah lihat saran aplikasi cek google hasil penunjukan mengubah yg lakukan ya hasilnya ngak mengubah pin pin yg ngak pake transfer,"['min', 'ubah', 'pin', 'memasukkan', 'kode', 'otp', 'berkali', 'kali', 'gak', 'ya', 'pake', 'transfer', 'kali', 'masukkan', 'pin', 'udah', 'pake', 'metode', 'sidi', 'jari', 'salah', 'ok', 'klo', 'kode', 'salah', 'udah', 'pake', 'sidi', 'jari', 'salah', 'lihat', 'saran', 'aplikasi', 'cek', 'google', 'hasil', 'penunjukan', 'mengubah', 'yg', 'lakukan', 'ya', 'hasilnya', 'ngak', 'mengubah', 'pin', 'pin', 'yg', 'ngak', 'pake', 'transfer']",min ubah pin masuk kode otp kali kali gak ya pake transfer kali masuk pin udah pake metode sidi jari salah ok klo kode salah udah pake sidi jari salah lihat saran aplikasi cek google hasil tunjuk ubah yg laku ya hasil ngak ubah pin pin yg ngak pake transfer
Ami mulyani putri,4,2023-07-18 09:30:05,Maaf izin bertanya saya bingung dengan aplikasi gojek brp hari ini kenapa ya tiap ingin memakai vocher goride tidak bisa digunakan dan ada pemberitahuan jika ingin mengunakan vocher goride silakan diperbaharui apk terlebih dahulu... sedangkan tiap ada perbaharui apk selalu saya perbaharui. Mohon penjelasan bapak/ibu terimakasih🙏🙏,Positif,maaf izin bertanya saya bingung dengan aplikasi gojek brp hari ini kenapa ya tiap ingin memakai vocher goride tidak bisa digunakan dan ada pemberitahuan jika ingin mengunakan vocher goride silakan diperbaharui apk terlebih dahulu sedangkan tiap ada perbaharui apk selalu saya perbaharui mohon penjelasan bapakibu terimakasih,maaf izin bingung aplikasi gojek brp ya memakai vocher goride pemberitahuan mengunakan vocher goride silakan diperbaharui apk perbaharui apk perbaharui mohon penjelasan bapakibu terimakasih,"['maaf', 'izin', 'bingung', 'aplikasi', 'gojek', 'brp', 'ya', 'memakai', 'vocher', 'goride', 'pemberitahuan', 'mengunakan', 'vocher', 'goride', 'silakan', 'diperbaharui', 'apk', 'perbaharui', 'apk', 'perbaharui', 'mohon', 'penjelasan', 'bapakibu', 'terimakasih']",maaf izin bingung aplikasi gojek brp ya pakai vocher goride pemberitahuan mengunakan vocher goride sila baharu apk baharu apk baharu mohon jelas bapakibu terimakasih
Abi Umamah,1,2023-07-18 04:54:50,"Makin ancur ini layanannya, banyak bgt alamat yg ga ke deteksi. Mau set alamat tujuan sm alamat jemput aja susahnya minta ampun. Apalagi klo casenya mau pesenin buat org lain yg lokasinya ga bareng kita. Gajelas lah, makin ga fleksibel, beda sm kompetitornya.",Negatif,makin ancur ini layanannya banyak bgt alamat yg ga ke deteksi mau set alamat tujuan sm alamat jemput aja susahnya minta ampun apalagi klo casenya mau pesenin buat org lain yg lokasinya ga bareng kita gajelas lah makin ga fleksibel beda sm kompetitornya,ancur layanannya bgt alamat yg ga deteksi set alamat tujuan sm alamat jemput aja susahnya ampun klo casenya pesenin org yg lokasinya ga bareng gajelas ga fleksibel beda sm kompetitornya,"['ancur', 'layanannya', 'bgt', 'alamat', 'yg', 'ga', 'deteksi', 'set', 'alamat', 'tujuan', 'sm', 'alamat', 'jemput', 'aja', 'susahnya', 'ampun', 'klo', 'casenya', 'pesenin', 'org', 'yg', 'lokasinya', 'ga', 'bareng', 'gajelas', 'ga', 'fleksibel', 'beda', 'sm', 'kompetitornya']",ancur layan bgt alamat yg ga deteksi set alamat tuju sm alamat jemput aja susah ampun klo casenya senin org yg lokasi ga bareng gajelas ga fleksibel beda sm kompetitor
Emha Hasyim,1,2023-07-18 04:41:12,"Gatau lagi deh, uda coba hubungin customer service tetep ga ada yang bisa bantu upgrade ke gopay plus. penolakan tidak sesuai ketentuan, pas saya tanya mana yang tidak sesuai ketentuan mereka malah ga jawab lagi. mohon diperbaiki",Negatif,gatau lagi deh uda coba hubungin customer service tetep ga ada yang bisa bantu upgrade ke gopay plus penolakan tidak sesuai ketentuan pas saya tanya mana yang tidak sesuai ketentuan mereka malah ga jawab lagi mohon diperbaiki,gatau deh uda coba hubungin customer service tetep ga bantu upgrade gopay plus penolakan sesuai ketentuan pas sesuai ketentuan ga mohon diperbaiki,"['gatau', 'deh', 'uda', 'coba', 'hubungin', 'customer', 'service', 'tetep', 'ga', 'bantu', 'upgrade', 'gopay', 'plus', 'penolakan', 'sesuai', 'ketentuan', 'pas', 'sesuai', 'ketentuan', 'ga', 'mohon', 'diperbaiki']",gatau deh uda coba hubungin customer service tetep ga bantu upgrade gopay plus tolak sesuai tentu pas sesuai tentu ga mohon baik
Najwa Pratiwi,1,2023-07-17 17:27:12,Terlalu muluk apa emang sistemnya terlalu dungu dalam mencari posisi driver pesan di resto kurang dari 1km di kasih driver jaraknya smpe 3km. Trauma smpe nunggu 30 menit untuk mencari driver selanjutnya. Sistem ambruk,Negatif,terlalu muluk apa emang sistemnya terlalu dungu dalam mencari posisi driver pesan di resto kurang dari km di kasih driver jaraknya smpe km trauma smpe nunggu  menit untuk mencari driver selanjutnya sistem ambruk,muluk emang sistemnya dungu mencari posisi driver pesan resto km kasih driver jaraknya smpe km trauma smpe nunggu menit mencari driver sistem ambruk,"['muluk', 'emang', 'sistemnya', 'dungu', 'mencari', 'posisi', 'driver', 'pesan', 'resto', 'km', 'kasih', 'driver', 'jaraknya', 'smpe', 'km', 'trauma', 'smpe', 'nunggu', 'menit', 'mencari', 'driver', 'sistem', 'ambruk']",muluk emang sistem dungu cari posisi driver pesan resto km kasih driver jarak smpe km trauma smpe nunggu menit cari driver sistem ambruk
